,DATE,LATITUDE_A,LONGITUDE_A,ELEVATION_A,PRCP_A,SNWD_A,TMAX_A,TMIN_A,TAVG_A,LATITUDE_B,LONGITUDE_B,ELEVATION_B,PRCP_B,SNWD_B,TMAX_B,TMIN_B,TAVG_B,LATITUDE_C,LONGITUDE_C,ELEVATION_C,PRCP_C,SNWD_C,TMAX_C,TMIN_C,TAVG_C,LATITUDE,LONGITUDE,TAVG
145,02-11-1976,63.88,77.52,128,,0,,,,62.95,79.82,66,0,0,12.2,-6.24,0.77,63.08,78.93,64,0,0,,,9.96,63.933,78.733,5.5
146,03-09-1979,63.88,77.52,128,,0,40.7,,63.6,62.95,79.82,66,0,0,39.06,13.6,64.46,63.08,78.93,64,99,0,40.7,16.15,33.84,63.933,78.733,28.2
147,09-08-1974,63.88,77.52,128,,0,34.1,,68.16,62.95,79.82,66,0,0,32.96,14.48,,63.08,78.93,64,0,0,,,,63.933,78.733,24.7
148,09-09-1975,63.88,77.52,128,,0,,8.6,19.8,62.95,79.82,66,0,0,31.56,8.88,54.12,63.08,78.93,64,0,0,,,,63.933,78.733,20
149,08-08-1977,63.88,77.52,128,0,0,,,31.68,62.95,79.82,66,0,0,36.38,14.88,28.71,63.08,78.93,64,0,0,,17.1,29.52,63.933,78.733,26.6
150,09-07-1979,63.88,77.52,128,,0,65.56,18.92,,62.95,79.82,66,0,0,81.64,17.92,32.01,63.08,78.93,64,0,0,39.6,,32.64,63.933,78.733,26.6
151,18-08-1976,63.88,77.52,128,,0,,13.76,24.6,62.95,79.82,66,0,0,32.74,12.88,,63.08,78.93,64,0,0,,,,63.933,78.733,25
152,04-05-1980,63.88,77.52,128,,0,,,58.2,62.95,79.82,66,0,0,36.38,13.76,26.29,63.08,78.93,64,0,0,35.2,42.28,,63.933,78.733,19.8
153,29-02-1980,63.88,77.52,128,,0,,,-11.4,62.95,79.82,66,0,0,-3.85,-13.84,-11.55,63.08,78.93,64,,0,,,-11.52,63.933,78.733,-15.4
154,28-02-1980,63.88,77.52,128,0,0,,,-15,62.95,79.82,66,0,0,-3.74,-14.32,-12.54,63.08,78.93,64,0,0,-3.3,,-10.8,63.933,78.733,-14.7
155,23-09-1978,63.88,77.52,128,0,0,,,29.04,62.95,79.82,66,0,0,37.24,10.08,51.7,63.08,78.93,64,0,0,37.4,,28.56,63.933,78.733,24.3
156,30-05-1977,63.88,77.52,128,,0,30.8,,20.04,62.95,79.82,66,0,0,70.62,9.12,23.54,63.08,78.93,64,0,0,63.36,,21.12,63.933,78.733,20.2
157,10-07-1976,63.88,77.52,128,,0,,14.62,25.2,62.95,79.82,66,0,0,36.38,35.84,29.26,63.08,78.93,64,0,0,37.4,18.05,27.12,63.933,78.733,24
158,28-09-1977,63.88,77.52,128,0,0,,,19.44,62.95,79.82,66,0,0,29.42,11.44,21.56,63.08,78.93,64,0,0,35.2,,21.36,63.933,78.733,19.2
159,11-11-1976,63.88,77.52,128,,0,0,,-6.96,62.95,79.82,66,5,0,1.6,-2.48,-1.54,63.08,78.93,64,0,0,,,-1.44,63.933,78.733,-1.3
160,22-02-1976,63.88,77.52,128,0,0,-2.2,-10.32,-7.8,62.95,79.82,66,4,0,-0.11,-6.4,-4.07,63.08,78.93,64,0,2.28,,,,63.933,78.733,-5.2
161,25-02-1979,63.88,77.52,128,3,0,-3.3,,-9.6,62.95,79.82,66,0,0,0.32,-8.08,-5.61,63.08,78.93,64,0,0,-1.1,,-6.48,63.933,78.733,-4.8
162,15-12-1975,63.88,77.52,128,,0,-4.4,,-11.4,62.95,79.82,66,0,0,-1.07,-8.32,-7.37,63.08,78.93,64,0,3.88,-2.2,,-6.72,63.933,78.733,-5.5
163,06-10-1974,63.88,77.52,128,,0,24.2,,15.6,62.95,79.82,66,0,0,49.76,2.32,11.88,63.08,78.93,64,0,0,,,,63.933,78.733,15.7
164,29-08-1977,63.88,77.52,128,0,0,25.3,,18.96,62.95,79.82,66,0,0,25.68,10.08,19.91,63.08,78.93,64,0,0,26.4,10.45,20.16,63.933,78.733,19.5
165,12-08-1975,63.88,77.52,128,,0,33,,26.16,62.95,79.82,66,0,0,37.34,18.16,29.81,63.08,78.93,64,0,0,35.2,,27.6,63.933,78.733,24.3
166,07-06-1978,63.88,77.52,128,,0,,29.41,23.16,62.95,79.82,66,0,0,27.5,12.08,22.33,63.08,78.93,64,,0,,14.25,22.2,63.933,78.733,19.3
167,05-10-1979,63.88,77.52,128,,0,,,10.08,62.95,79.82,66,0,0,21.08,10.48,17.49,63.08,78.93,64,,0,,,16.56,63.933,78.733,12.8
168,14-02-1976,63.88,77.52,128,,0,-11,,-24.96,62.95,79.82,66,3,0,-8.56,-12,-13.09,63.08,78.93,64,0,0,-8.8,-16.15,-17.28,63.933,78.733,-13.3
169,18-04-1975,63.88,77.52,128,0,0,,,16.56,62.95,79.82,66,0,3.96,22.26,8.08,39.27,63.08,78.93,64,0,0,,,16.56,63.933,78.733,11.8
170,26-11-1979,63.88,77.52,128,0,0,2.2,-4.3,-2.64,62.95,79.82,66,0,0,9.63,-4.48,-0.11,63.08,78.93,64,,0,12.1,,2.4,63.933,78.733,2
171,06-08-1975,63.88,77.52,128,,3.59,,,37.44,62.95,79.82,66,0,0,71.16,16.16,30.69,63.08,78.93,64,0,0,,,,63.933,78.733,30
172,24-10-1975,63.88,77.52,128,,0,,,2.16,62.95,79.82,66,0,0,12.95,12.72,2.86,63.08,78.93,64,0,0,,,,63.933,78.733,4.8
173,07-09-1976,63.88,77.52,128,0,0,35.2,,,62.95,79.82,66,0,3.94,31.99,9.76,48.95,63.08,78.93,64,0,0,33,10.45,20.4,63.933,78.733,22.3
174,19-04-1979,63.88,77.52,128,0,0,,,20.16,62.95,79.82,66,0,0,24.29,4.88,15.51,63.08,78.93,64,0,0,23.1,,16.8,63.933,78.733,13.8
175,15-02-1979,63.88,77.52,128,0,0,14.3,,7.8,62.95,79.82,66,0,0,19.05,-0.08,7.92,63.08,78.93,64,0,0,17.6,1.9,9.84,63.933,78.733,1.2
176,12-08-1976,63.88,77.52,128,,0,63.91,,33.24,62.95,79.82,66,0,0,34.45,35.52,29.37,63.08,78.93,64,0,0,,,28.8,63.933,78.733,26.8
177,17-09-1980,63.88,77.52,128,,0,73.15,,27.96,62.95,79.82,66,0,0,73.08,9.28,59.73,63.08,78.93,64,,0,75.02,15.2,28.08,63.933,78.733,25.2
178,06-11-1978,63.88,77.52,128,,2.49,,,5.04,62.95,79.82,66,0,3.01,11.98,0.32,6.49,63.08,78.93,64,0,0,12.1,,10.08,63.933,78.733,6.5
179,25-06-1979,63.88,77.52,128,,0,,13.76,21.84,62.95,79.82,66,40,0,54.36,13.84,24.31,63.08,78.93,64,0,0,30.8,16.15,26.4,63.933,78.733,20.4
180,15-10-1976,63.88,77.52,128,,0,27.5,6.88,13.8,62.95,79.82,66,0,0,30.92,5.68,17.93,63.08,78.93,64,0,0,30.8,7.6,16.8,63.933,78.733,12
181,07-08-1977,63.88,77.52,128,,0,36.3,,30.96,62.95,79.82,66,0,0,35.1,15.2,28.49,63.08,78.93,64,0,0,35.2,,29.16,63.933,78.733,25.7
182,11-11-1978,63.88,77.52,128,,0,3.3,,2.04,62.95,79.82,66,0,0,11.24,0.32,4.62,63.08,78.93,64,0,0,9.9,0.95,5.28,63.933,78.733,3
183,03-08-1976,63.88,77.52,128,,0,42.9,20.64,34.56,62.95,79.82,66,0,0,41.52,15.68,32.12,63.08,78.93,64,0,0,,,,63.933,78.733,27
184,04-03-1978,63.88,77.52,128,,0,3.3,,-8.16,62.95,79.82,66,0,0,29.21,-3.76,-2.09,63.08,78.93,64,0,0,4.4,,26.16,63.933,78.733,-6.6
185,19-01-1977,63.88,77.52,128,,0,,-26.66,-22.8,62.95,79.82,66,3,0,-5.35,-19.04,-14.08,63.08,78.93,64,71,0,-5.5,-24.7,-12.48,63.933,78.733,-16
186,22-07-1977,63.88,77.52,128,0,0,38.5,18.06,67.92,62.95,79.82,66,0,0,39.06,15.6,31.02,63.08,78.93,64,0,0,39.6,20.9,33.84,63.933,78.733,27
187,03-12-1977,63.88,77.52,128,,0,6.6,,-2.04,62.95,79.82,66,0,0,4.71,-0.48,1.87,63.08,78.93,64,,0,,,34.92,63.933,78.733,2.2
188,19-03-1978,63.88,77.52,128,0,0,,,1.56,62.95,79.82,66,0,0,10.38,-2.56,3.08,63.08,78.93,64,0,0,,-4.75,,63.933,78.733,-1.7
189,08-01-1979,63.88,77.52,128,3,0,-5.5,,-15.6,62.95,79.82,66,6,0,0.11,-7.52,,63.08,78.93,64,0,0,-1.1,,-10.68,63.933,78.733,-10.1
190,03-10-1978,63.88,77.52,128,,0,50.82,,9.24,62.95,79.82,66,0,0,19.37,2.24,13.97,63.08,78.93,64,0,3.69,19.8,7.6,14.88,63.933,78.733,12
191,30-03-1980,63.88,77.52,128,,0,,6.88,16.68,62.95,79.82,66,13,0,25.89,4.88,14.74,63.08,78.93,64,,0,26.4,,18.72,63.933,78.733,13.3
192,01-06-1980,63.88,77.52,128,0,0,33,10.32,27.6,62.95,79.82,66,0,0,28.89,11.28,23.76,63.08,78.93,64,0,0,,,27.96,63.933,78.733,22.2
193,27-08-1976,63.88,77.52,128,0,0,36.3,38.61,27.12,62.95,79.82,66,0,0,35.31,12.08,26.62,63.08,78.93,64,0,0,37.4,15.2,,63.933,78.733,26
194,27-09-1976,63.88,77.52,128,,0,24.2,,16.56,62.95,79.82,66,0,0,59.28,6.08,18.04,63.08,78.93,64,0,0,26.4,9.5,,63.933,78.733,16.8
195,29-07-1976,63.88,77.52,128,,3.81,40.7,,31.44,62.95,79.82,66,0,0,40.66,16.32,76.34,63.08,78.93,64,0,3.49,,19,32.4,63.933,78.733,26.8
196,30-07-1979,63.88,77.52,128,,0,,22.36,81.72,62.95,79.82,66,0,0,80.89,17.2,33.66,63.08,78.93,64,0,0,42.9,22.8,38.76,63.933,78.733,32.4
197,20-04-1980,63.88,77.52,128,0,0,23.1,,14.16,62.95,79.82,66,0,0,25.68,7.12,17.16,63.08,78.93,64,,0,,,42.72,63.933,78.733,10.4
198,14-07-1975,63.88,77.52,128,,0,,13.76,27.36,62.95,79.82,66,0,0,59.39,16.88,28.38,63.08,78.93,64,0,0,,,30.6,63.933,78.733,26.2
199,11-12-1975,63.88,77.52,128,,0,1.1,-2.58,-0.6,62.95,79.82,66,0,0,7.7,20.32,28.82,63.08,78.93,64,3,3.74,6.6,,1.2,63.933,78.733,-1.2
200,19-05-1978,63.88,77.52,128,0,0,23.1,,,62.95,79.82,66,0,0,28.25,12,22.77,63.08,78.93,64,0,0,26.4,15.2,23.4,63.933,78.733,16.2
201,29-01-1977,63.88,77.52,128,,0,-11,,-18,62.95,79.82,66,0,2.67,-7.28,-11.36,-11.44,63.08,78.93,64,0,0,-8.8,,,63.933,78.733,-15.8
202,25-12-1979,63.88,77.52,128,,0,32.56,15.82,-2.16,62.95,79.82,66,0,0,2.89,-3.84,-2.2,63.08,78.93,64,0,0,4.4,-7.6,-2.76,63.933,78.733,0.2
203,14-11-1975,63.88,77.52,128,0,0,-2.2,,-8.76,62.95,79.82,66,0,0,0.11,-8,21.56,63.08,78.93,64,0,0,-2.2,,-7.56,63.933,78.733,-2.6
204,18-12-1975,63.88,77.52,128,,0,,,36.96,62.95,79.82,66,0,0,4.28,-6.24,-3.08,63.08,78.93,64,0,0,7.7,,-5.16,63.933,78.733,-1
205,12-02-1979,63.88,77.52,128,,0,6.6,,26.52,62.95,79.82,66,0,0,6.53,1.6,26.4,63.08,78.93,64,,0,,,2.64,63.933,78.733,1.2
206,27-04-1980,63.88,77.52,128,,0,23.1,5.16,15,62.95,79.82,66,0,0,32.1,9.68,21.56,63.08,78.93,64,,0,29.7,,21.24,63.933,78.733,12.4
207,19-11-1978,63.88,77.52,128,,0,37.62,,3,62.95,79.82,66,0,0,7.06,0.64,2.97,63.08,78.93,64,,0,8.8,,,63.933,78.733,3.5
208,25-06-1976,63.88,77.52,128,,0,46.2,,37.2,62.95,79.82,66,0,0,43.66,15.76,34.32,63.08,78.93,64,0,0,44,19,,63.933,78.733,29
209,15-01-1979,63.88,77.52,128,,0,-4.4,-10.32,-8.88,62.95,79.82,66,0,3.34,-0.96,-7.52,,63.08,78.93,64,0,0,-1.1,,-6.36,63.933,78.733,-5.5
210,16-01-1980,63.88,77.52,128,0,0,-12.1,-21.5,-23.16,62.95,79.82,66,0,0,-10.16,-16,,63.08,78.93,64,0,0,,-19,-16.2,63.933,78.733,-17.1
211,25-12-1976,63.88,77.52,128,,0,,-22.36,,62.95,79.82,66,2,0,20.86,-22.16,-24.86,63.08,78.93,64,0,0,,,,63.933,78.733,-16.3
212,28-01-1979,63.88,77.52,128,,0,-5.5,-12.9,-15.36,62.95,79.82,66,0,0,-4.82,-13.52,24.64,63.08,78.93,64,0,0,-2.2,,-12.36,63.933,78.733,-10.6
213,08-07-1978,63.88,77.52,128,,0,36.3,,31.8,62.95,79.82,66,0,0,33.17,15.76,27.72,63.08,78.93,64,,0,35.2,19,30.24,63.933,78.733,26.8
214,03-08-1980,63.88,77.52,128,,0,,15.48,,62.95,79.82,66,0,0,60.67,13.6,27.39,63.08,78.93,64,,0,,,32.76,63.933,78.733,27.3
215,26-09-1979,63.88,77.52,128,,0,,9.46,21.36,62.95,79.82,66,0,0,30.07,8.96,21.01,63.08,78.93,64,,0,,,27.24,63.933,78.733,20.3
216,13-08-1975,63.88,77.52,128,,2.15,,12.9,27.6,62.95,79.82,66,0,0,32.31,13.68,25.3,63.08,78.93,64,0,0,34.1,14.25,27,63.933,78.733,24.5
217,02-03-1978,63.88,77.52,128,0,0,-1.1,-8.6,-8.04,62.95,79.82,66,0,0,1.07,-8.56,19.14,63.08,78.93,64,0,0,2.2,-9.5,,63.933,78.733,-6.6
218,05-11-1976,63.88,77.52,128,,0,13.2,,6.6,62.95,79.82,66,0,0,17.66,4.32,,63.08,78.93,64,0,0,,,,63.933,78.733,5.8
219,26-02-1976,63.88,77.52,128,,0,-11,,-22.2,62.95,79.82,66,0,0,26.96,-12.88,21.67,63.08,78.93,64,0,0,,-15.2,-12.48,63.933,78.733,-13.4
220,19-02-1980,63.88,77.52,128,,0,0,,-6.48,62.95,79.82,66,0,0,2.68,-7.12,37.29,63.08,78.93,64,0,0,2.2,-8.55,-1.56,63.933,78.733,-4.2
221,26-04-1978,63.88,77.52,128,119,0,15.4,,12.96,62.95,79.82,66,18,0,54.68,10.16,18.04,63.08,78.93,64,41,0,,,16.8,63.933,78.733,12.8
222,16-02-1979,63.88,77.52,128,0,0,23.1,,7.44,62.95,79.82,66,0,0,20.65,1.68,51.26,63.08,78.93,64,,0,18.7,1.9,11.16,63.933,78.733,5.6
223,10-06-1975,63.88,77.52,128,,0,,,28.8,62.95,79.82,66,0,0,37.13,12.08,63.36,63.08,78.93,64,0,0,,,,63.933,78.733,23.5
224,11-05-1979,63.88,77.52,128,,0,25.3,,17.4,62.95,79.82,66,0,0,29.42,11.84,62.92,63.08,78.93,64,0,0,29.7,,21.36,63.933,78.733,15.4
225,26-04-1976,63.88,77.52,128,,0,,,16.56,62.95,79.82,66,0,0,52.43,9.6,18.48,63.08,78.93,64,0,0,47.41,11.4,,63.933,78.733,4
226,29-09-1977,63.88,77.52,128,,0,27.5,,15.12,62.95,79.82,66,0,0,29.96,8.24,20.57,63.08,78.93,64,0,0,30.8,,19.2,63.933,78.733,17.8
227,07-12-1978,63.88,77.52,128,0,0,8.8,,5.52,62.95,79.82,66,0,0,9.63,2.16,,63.08,78.93,64,0,0,12.1,,9.24,63.933,78.733,6
228,02-12-1978,63.88,77.52,128,,0,12.1,,,62.95,79.82,66,0,0,15.52,0.48,6.6,63.08,78.93,64,0,0,15.4,3.8,9.6,63.933,78.733,6.2
229,24-07-1975,63.88,77.52,128,,0,,13.76,,62.95,79.82,66,0,0,36.92,13.52,55.55,63.08,78.93,64,0,0,,,,63.933,78.733,26
230,03-07-1975,63.88,77.52,128,,0,,53.92,33.24,62.95,79.82,66,0,0,42.26,36.4,57.31,63.08,78.93,64,0,0,,,,63.933,78.733,28
231,15-10-1978,63.88,77.52,128,,0,15.4,,10.8,62.95,79.82,66,0,0,18.3,19.04,10.23,63.08,78.93,64,0,0,18.7,,56.28,63.933,78.733,10.5
232,17-10-1979,63.88,77.52,128,61,0,16.5,,13.92,62.95,79.82,66,4,2.07,27.28,8.48,18.15,63.08,78.93,64,10,0,24.2,,16.2,63.933,78.733,14.4
233,19-06-1979,63.88,77.52,128,,0,66.22,14.62,29.16,62.95,79.82,66,0,0,70.83,13.76,29.26,63.08,78.93,64,0,0,38.5,16.15,,63.933,78.733,25.7
234,17-06-1977,63.88,77.52,128,,0,,18.92,30.96,62.95,79.82,66,0,0,43.55,2.08,73.7,63.08,78.93,64,0,0,44,23.75,36.72,63.933,78.733,27
235,16-02-1977,63.88,77.52,128,,0,-3.3,,-8.88,62.95,79.82,66,0,0,0.21,-7.6,18.15,63.08,78.93,64,,0,1.1,,-6.72,63.933,78.733,-9.8
236,17-02-1976,63.88,77.52,128,,0,-16.5,,-23.4,62.95,79.82,66,0,0,-8.88,-15.6,24.31,63.08,78.93,64,0,0,-12.1,,,63.933,78.733,-16.3
237,22-02-1978,63.88,77.52,128,0,0,3.3,,-3.6,62.95,79.82,66,0,0,11.02,0.08,4.18,63.08,78.93,64,8,0,7.7,,2.16,63.933,78.733,-1.6
238,24-04-1977,63.88,77.52,128,,0,27.5,6.88,20.76,62.95,79.82,66,0,0,28.36,5.2,19.8,63.08,78.93,64,0,0,,,23.28,63.933,78.733,13.8
239,28-04-1976,63.88,77.52,128,,0,,,15.6,62.95,79.82,66,0,0,25.36,23.36,16.28,63.08,78.93,64,0,0,26.4,,,63.933,78.733,7
240,07-10-1975,63.88,77.52,128,,0,20.9,,15.96,62.95,79.82,66,0,0,49.43,6.32,,63.08,78.93,64,0,0,,,,63.933,78.733,17.2
241,07-03-1979,63.88,77.52,128,,0,3.3,-15.48,-10.56,62.95,79.82,66,0,0,5.35,-7.44,-2.42,63.08,78.93,64,0,0,7.7,,,63.933,78.733,-8.5
242,21-12-1979,63.88,77.52,128,,0,-3.3,,-6,62.95,79.82,66,4,0,-1.07,-4,-3.19,63.08,78.93,64,0,0,0,-6.65,41.64,63.933,78.733,-2.3
243,28-01-1975,63.88,77.52,128,,0,-2.2,,-4.8,62.95,79.82,66,0,0,3.32,-6.8,,63.08,78.93,64,,0,,,-5.4,63.933,78.733,-4.2
244,05-01-1977,63.88,77.52,128,,0,-19.8,-26.66,-30.84,62.95,79.82,66,0,0,-14.77,-20.56,-22.44,63.08,78.93,64,0,0,19.91,-25.65,-28.2,63.933,78.733,-19.7
245,31-03-1978,63.88,77.52,128,,0,20.9,0,6.48,62.95,79.82,66,0,0,54.89,3.04,51.92,63.08,78.93,64,0,0,25.3,0,13.56,63.933,78.733,3.6
246,20-01-1980,63.88,77.52,128,,0,-8.8,-18.92,,62.95,79.82,66,0,0,17.87,-8.4,22,63.08,78.93,64,0,0,22.11,-15.2,-12.96,63.933,78.733,-14.3
247,14-02-1977,63.88,77.52,128,0,0,1.1,-1.72,,62.95,79.82,66,0,0,2.03,-1.36,-0.33,63.08,78.93,64,0,0,1.1,31.06,-0.36,63.933,78.733,-0.3
248,08-08-1976,63.88,77.52,128,,0,48.4,44.98,40.32,62.95,79.82,66,0,0,41.3,16.64,32.89,63.08,78.93,64,0,0,,,37.8,63.933,78.733,28.8
249,08-09-1978,63.88,77.52,128,,0,34.1,9.46,26.64,62.95,79.82,66,0,3.6,35.42,9.76,,63.08,78.93,64,,0,,10.45,26.88,63.933,78.733,21.3
250,14-04-1980,63.88,77.52,128,,3.35,,6.88,12,62.95,79.82,66,4,0,25.89,8,15.95,63.08,78.93,64,119,0,,,16.2,63.933,78.733,7.4
251,24-11-1976,63.88,77.52,128,0,0,13.2,,2.16,62.95,79.82,66,0,0,12.84,25.36,3.41,63.08,78.93,64,0,0,,,,63.933,78.733,1.5
252,01-08-1977,63.88,77.52,128,,0,38.5,48.25,31.44,62.95,79.82,66,0,0,34.88,14.16,28.49,63.08,78.93,64,,0,36.3,19,30.6,63.933,78.733,24
253,03-03-1980,63.88,77.52,128,30,0,-4.4,,-7.8,62.95,79.82,66,15,0,38.52,-3.28,-1.98,63.08,78.93,64,,0,1.1,,41.52,63.933,78.733,-6
254,25-02-1978,63.88,77.52,128,0,0,-3.3,,,62.95,79.82,66,5,2.09,2.14,-6.08,-3.3,63.08,78.93,64,3,0,2.2,-5.7,-3.24,63.933,78.733,-4.2
255,15-09-1980,63.88,77.52,128,,0,,6.88,18.48,62.95,79.82,66,0,0,29.21,6.88,,63.08,78.93,64,,0,,,26.4,63.933,78.733,17.3
256,18-11-1976,63.88,77.52,128,0,0,2.2,12.21,-6.84,62.95,79.82,66,0,0,1.07,-8.48,-5.83,63.08,78.93,64,0,0,,,-6,63.933,78.733,-0.7
257,20-03-1979,63.88,77.52,128,,0,17.6,,,62.95,79.82,66,0,0,22.9,8.56,17.16,63.08,78.93,64,,0,23.1,,11.76,63.933,78.733,4
258,08-09-1977,63.88,77.52,128,0,0,30.8,,21.84,62.95,79.82,66,0,0,31.67,10.72,22.77,63.08,78.93,64,0,0,33,,21.36,63.933,78.733,21.8
259,13-09-1978,63.88,77.52,128,0,0,,,28.2,62.95,79.82,66,0,0,36.17,12.48,25.96,63.08,78.93,64,0,0,,,26.88,63.933,78.733,23.3
260,13-01-1977,63.88,77.52,128,0,0,,,-23.52,62.95,79.82,66,0,0,-7.81,-13.2,-13.2,63.08,78.93,64,0,0,32.45,-19,-19.92,63.933,78.733,-15.4
261,03-09-1976,63.88,77.52,128,0,0,30.8,,72.84,62.95,79.82,66,0,2.18,30.17,8.88,48.4,63.08,78.93,64,0,0,69.52,13.3,21.84,63.933,78.733,21.5
262,22-03-1979,63.88,77.52,128,,0,,1.72,6.72,62.95,79.82,66,0,0,20.44,3.28,11.44,63.08,78.93,64,0,0,,,7.44,63.933,78.733,1.4
263,17-10-1978,63.88,77.52,128,,0,24.2,,9.6,62.95,79.82,66,0,0,26.11,5.12,15.95,63.08,78.93,64,0,0,26.4,,18.96,63.933,78.733,12.4
264,15-04-1979,63.88,77.52,128,5,0,,6.88,14.16,62.95,79.82,66,52,0,21.83,8.32,51.59,63.08,78.93,64,0,0,30.8,,17.88,63.933,78.733,5.5
265,18-10-1977,63.88,77.52,128,,0,,30.79,2.4,62.95,79.82,66,24,0,14.87,5.44,,63.08,78.93,64,5,0,13.2,,10.56,63.933,78.733,7.8
266,05-12-1975,63.88,77.52,128,,2.12,-1.1,-4.3,-3.96,62.95,79.82,66,0,0,1.18,-2.24,-1.87,63.08,78.93,64,0,0,1.1,,-3.6,63.933,78.733,-0.2
267,22-05-1976,63.88,77.52,128,0,2.54,24.2,,22.32,62.95,79.82,66,7,0,31.99,12,23.54,63.08,78.93,64,15,0,,,,63.933,78.733,20
268,15-06-1978,63.88,77.52,128,0,0,35.2,,29.88,62.95,79.82,66,0,0,35.42,13.2,27.39,63.08,78.93,64,0,0,35.2,,54.48,63.933,78.733,22.5
269,08-07-1980,63.88,77.52,128,,0,,20.64,32.16,62.95,79.82,66,0,0,41.2,19.28,32.56,63.08,78.93,64,0,0,,,,63.933,78.733,28.2
270,02-05-1977,63.88,77.52,128,,0,,,17.4,62.95,79.82,66,0,0,29.96,8.64,43.89,63.08,78.93,64,211,0,30.8,,,63.933,78.733,12.6
271,13-10-1977,63.88,77.52,128,61,0,14.3,,10.56,62.95,79.82,66,0,3.8,19.26,4.56,12.98,63.08,78.93,64,5,0,17.6,,12.36,63.933,78.733,11.8
272,04-10-1977,63.88,77.52,128,0,0,25.3,,12.96,62.95,79.82,66,0,0,24.61,0.4,12.76,63.08,78.93,64,0,0,26.4,,15.6,63.933,78.733,12.8
273,30-03-1978,63.88,77.52,128,,0,18.7,,12.24,62.95,79.82,66,0,0,22.9,1.68,13.31,63.08,78.93,64,0,0,24.2,0.95,10.56,63.933,78.733,1.3
274,04-03-1979,63.88,77.52,128,,0,31.79,,,62.95,79.82,66,0,0,28.68,-6.32,-4.73,63.08,78.93,64,0,0,0,,-7.44,63.933,78.733,-9
275,02-02-1980,63.88,77.52,128,0,0,,,-12.6,62.95,79.82,66,0,0,-3.21,-0.96,13.97,63.08,78.93,64,,0,,,-13.44,63.933,78.733,-11.2
276,06-10-1978,63.88,77.52,128,,0,15.4,,,62.95,79.82,66,0,0,17.12,-2.16,6.16,63.08,78.93,64,,0,16.5,,9.36,63.933,78.733,9.4
277,18-08-1980,63.88,77.52,128,0,2.28,41.8,,76.92,62.95,79.82,66,0,0,37.66,13.68,29.81,63.08,78.93,64,0,0,38.5,16.15,29.76,63.933,78.733,27.5
278,24-03-1979,63.88,77.52,128,,0,17.6,-0.86,5.16,62.95,79.82,66,0,0,23.11,2.32,12.1,63.08,78.93,64,0,2.15,23.1,,11.28,63.933,78.733,1.7
279,25-08-1979,63.88,77.52,128,,0,35.2,,,62.95,79.82,66,0,0,63.88,10.08,24.75,63.08,78.93,64,0,0,34.1,13.3,24.72,63.933,78.733,24.2
280,20-10-1978,63.88,77.52,128,0,0,,-3.44,2.76,62.95,79.82,66,0,0,14.98,-2.56,5.17,63.08,78.93,64,0,0,15.4,-1.9,33.24,63.933,78.733,5.2
281,19-10-1979,63.88,77.52,128,51,0,,,56.52,62.95,79.82,66,0,0,20.33,7.68,,63.08,78.93,64,0,3.83,19.8,,16.8,63.933,78.733,13.2
282,28-10-1978,63.88,77.52,128,0,0,20.9,3.44,14.76,62.95,79.82,66,0,2.19,22.26,-0.88,39.71,63.08,78.93,64,0,0,23.1,1.9,14.4,63.933,78.733,10.3
283,28-05-1976,63.88,77.52,128,,0,23.1,,20.4,62.95,79.82,66,0,0,29,14.16,22.88,63.08,78.93,64,7,0,22,,20.4,63.933,78.733,19
284,30-08-1976,63.88,77.52,128,,0,37.4,,25.92,62.95,79.82,66,0,0,35.84,41.6,26.18,63.08,78.93,64,0,0,,,,63.933,78.733,24.3
285,13-01-1979,63.88,77.52,128,0,0,-3.3,,-6.72,62.95,79.82,66,0,0,-2.68,-7.52,-6.71,63.08,78.93,64,0,0,0,-8.55,-8.88,63.933,78.733,-4.4
286,24-02-1977,63.88,77.52,128,,0,8.8,,3.84,62.95,79.82,66,0,0,12.95,-1.12,4.18,63.08,78.93,64,0,0,13.2,22.04,7.2,63.933,78.733,1.7
287,22-07-1980,63.88,77.52,128,0,0,41.8,,37.44,62.95,79.82,66,0,0,40.66,15.2,30.36,63.08,78.93,64,0,0,40.7,,31.92,63.933,78.733,27.2
288,02-04-1978,63.88,77.52,128,0,0,23.1,,16.2,62.95,79.82,66,0,0,23.65,4,13.97,63.08,78.93,64,0,0,25.3,,14.16,63.933,78.733,0.8
289,07-03-1980,63.88,77.52,128,0,0,26.29,,-2.76,62.95,79.82,66,0,2.81,6.42,-2.32,0,63.08,78.93,64,,0,,,-1.8,63.933,78.733,-4.2
290,21-12-1978,63.88,77.52,128,,0,-2.2,,-7.8,62.95,79.82,66,0,0,2.03,-4.96,25.41,63.08,78.93,64,0,0,7.7,-6.65,-3,63.933,78.733,-3
291,06-04-1978,63.88,77.52,128,0,0,,,20.16,62.95,79.82,66,0,3.23,70.19,6.8,57.97,63.08,78.93,64,,0,28.6,8.55,23.76,63.933,78.733,14.3
292,03-10-1979,63.88,77.52,128,0,0,33,,24.72,62.95,79.82,66,0,0,32.1,8.08,21.56,63.08,78.93,64,,0,75.35,,26.88,63.933,78.733,19
293,28-08-1980,63.88,77.52,128,,0,28.6,,23.16,62.95,79.82,66,0,0,31.14,12.08,24.2,63.08,78.93,64,0,0,30.8,14.25,24.12,63.933,78.733,21
